postal_code,street,house_numbers,city,area,neighborhood,municipality,province
1121AK,Noordeinde,129 t/m 145,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121AL,Noordeinde,114 t/m 140,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121AM,Noordeinde,142 t/m 176,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121AN,Lisstraat,1 t/m 13,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121AP,Lisstraat,14 t/m 26,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121AR,Lisstraat,27 t/m 37,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121AS,Dotterbloemstraat,1 t/m 7,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121AT,Kamperfoeliestraat,1 t/m 39,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121AV,Kamperfoeliestraat,2 t/m 32,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121AW,Meidoornstraat,2 t/m 26,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121AX,Klaverstraat,1 t/m 25,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121AZ,Klaverstraat,2 t/m 32,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BA,Gagelstraat,2 t/m 2,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BA,Kalmoesstraat,1 t/m 33,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BB,Zonnehof,1 t/m 23,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121BC,Ereprijshof,1 t/m 16,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BC,Dorpsstraat,12 t/m 12,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BD,Varenstraat,1 t/m 47,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BE,Vogelwikkestraat,1 t/m 35,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BG,Vogelwikkestraat,2 t/m 32,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BH,Akkerwindestraat,1 t/m 16,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BJ,Hondsdraflaantje,2 t/m 10,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BL,Vossestaartstraat,1 t/m 14,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BM,Fuutstraat,1 t/m 85,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BN,Fuutstraat,2 t/m 32,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BP,Tormentilstraat,1 t/m 19,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BR,Tormentilstraat,2 t/m 40,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BS,Tormentilstraat,42 t/m 76,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121BT,Dorpsstraat,1 t/m 27,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121BV,Dorpsstraat,31 t/m 69,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121BW,Dorpsstraat,2 t/m 24,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121BX,Dorpsstraat,26 t/m 50,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121BZ,Dorpsstraat,54 t/m 80,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121CA,Sportlaan,1 t/m 13,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121CB,Sportlaan,2 t/m 22,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121CC,Uitgouw,1 t/m 11,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121CD,Hermessingel,1 t/m 7,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121CE,Herculesweg,1 t/m 23,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121CG,Herculesweg,2 t/m 12,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121CH,Gruttolaantje,1 t/m 23,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121CJ,Zuideinde,1 t/m 33,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121CK,Zuideinde,35 t/m 57,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121CL,Zuideinde,2 t/m 30,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121CM,Zuideinde,32 t/m 74,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121CN,Dr. M.L. Kingstraat,1 t/m 27,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121CP,Dr. M.L. Kingstraat,2 t/m 32,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121CR,Dr. M.L. Kingstraat,29 t/m 63,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121CS,Dr. M.L. Kingstraat,65 t/m 99,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121CT,Dr. M.L. Kingstraat,34 t/m 64,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121CV,Dr. M.L. Kingstraat,66 t/m 102,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121CW,Brederode,1 t/m 13,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121CX,Brederode,14 t/m 26,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121CZ,Cassandrahof,1 t/m 16,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DA,van Bevervoordenhof,1 t/m 13,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121DB,Zilverschoon,1 t/m 19,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DC,Fouragehaven,1 t/m 4,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DD,Zuideinde,59 t/m 83,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DE,Zuideinde,89 t/m 99,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DG,Zuideinde,76 t/m 108,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121DH,Zuideinde,114 t/m 122,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DJ,Robinsonhaven,2 t/m 30,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DK,Robinsonhaven,1 t/m 23,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DL,Kerkstraat,2 t/m 20,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DM,Regenboog,1 t/m 20,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DN,Kanaalweg,8 t/m 12,Landsmeer,Wijk 01 Ilpendam,Purmerland,Landsmeer,Noord-Holland
1121DP,Kanaalweg,13 t/m 23,Landsmeer,Wijk 01 Ilpendam,Purmerland,Landsmeer,Noord-Holland
1121DR,Kanaalweg,24 t/m 33,Landsmeer,Wijk 01 Ilpendam,Den Ilp,Landsmeer,Noord-Holland
1121DS,IJdoornlaan,1 t/m 11,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DT,Pieter Weerspad,1 t/m 4,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DV,het Amsterdamse Pad,1 t/m 2,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121DW,Optimist,1 t/m 19,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121EA,Assumburg,1 t/m 19,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121EB,Assumburg,20 t/m 32,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121EC,Assumburg,38 t/m 53,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121ED,Kievitslaan,1 t/m 20,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EE,Reigerlaan,1 t/m 14,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EG,Scholeksterstraat,2 t/m 44,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EH,Kemphaanstraat,1 t/m 23,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EJ,Ooievaarslaan,1 t/m 12,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EK,Aalscholverstraat,1 t/m 31,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EL,Aalscholverstraat,33 t/m 65,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EM,Aalscholverstraat,2 t/m 28,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EN,Aalscholverstraat,30 t/m 44,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EP,Zultestraat,1 t/m 7,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121ER,Zultestraat,2 t/m 44,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121ES,Goudpluvier,1 t/m 38,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121ET,Fazantenstraat,1 t/m 41,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EV,Fazantenstraat,2 t/m 28,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EW,Hazenweg,1 t/m 12,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EX,Patrijzenweg,1 t/m 27,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121EZ,Patrijzenweg,2 t/m 30,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121GA,Pijlstaartweg,1 t/m 65,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121GB,Pijlstaartweg,26 t/m 48,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121GC,de Gouwe,1 t/m 33,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121GD,de Gouwe,2 t/m 34,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121GE,de Gouwe,36 t/m 64,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121GG,Stoutenburg,1 t/m 19,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121GH,Stoutenburg,20 t/m 33,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121GJ,Stoutenburg,34 t/m 49,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121GK,Stoutenburg,50 t/m 66,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121GL,Marktplein,1 t/m 11,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121GM,Zwaansburg,1 t/m 12,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121GN,Zwaansburg,13 t/m 24,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121GP,Doornenburg,1 t/m 12,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121GR,Doornenburg,13 t/m 25,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121GS,Engelenburg,1 t/m 13,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121GT,Ilpenstein,1 t/m 15,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121GV,Ilpenstein,16 t/m 29,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121GW,Nieuwe Gouw,1 t/m 3,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121GX,Nieuwe Gouw,2 t/m 50,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121HA,Drakenstein,1 t/m 15,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HB,Drakenstein,16 t/m 29,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HC,Drakenstein,30 t/m 43,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HD,Drakenstein,44 t/m 58,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HE,Loevestein,1 t/m 14,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HG,Rosendael,1 t/m 27,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HH,Rosendael,2 t/m 26,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HJ,Giessenburg,1 t/m 11,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HK,Giessenburg,12 t/m 25,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HL,Giessenburg,26 t/m 35,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HM,Giessenburg,36 t/m 48,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HN,Nijenrode,1 t/m 16,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HP,Nijenrode,17 t/m 30,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HR,Nijenrode,31 t/m 48,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HS,Radboud,1 t/m 14,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HT,Radboud,15 t/m 27,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Zuid,Landsmeer,Noord-Holland
1121HV,Goudpluvier,17 t/m 51,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121HW,Goudpluvier,53 t/m 83,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121HX,Nuwendoorn,1 t/m 6,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121HZ,Pikpotweg,1 t/m 2,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121JA,Burgemeester Postweg,3 t/m 93,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JB,Burgemeester Postweg,2 t/m 32,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JC,Burgemeester Postweg,34 t/m 88,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JD,Zijltjespad,1 t/m 7,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JE,Fransvaerderpad,1 t/m 29,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JG,Rietland,1 t/m 41,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JH,Rietland,2 t/m 18,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JJ,Duinkerker,1 t/m 24,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JK,Bierstalpad,1 t/m 49,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JM,Meervalweg,1 t/m 45,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JN,Meervalweg,2 t/m 24,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JP,Meervalweg,26 t/m 74,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JR,Schaepeboet,1 t/m 33,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JS,Schaepeboet,2 t/m 24,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JT,Schaepeboet,26 t/m 52,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JV,Bobelkamp,1 t/m 22,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JW,Marskramer,1 t/m 8,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JX,Poortwachtersweg,1 t/m 1,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121JZ,Gagelstraat,4 t/m 26,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121KB,Kerkebreek,1 t/m 51,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KC,Noorderbreek,1 t/m 19,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KD,Noorderbreek,21 t/m 45,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KE,Noorderbreek,47 t/m 61,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KG,Noorderbreek,2 t/m 38,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KH,Noorderbreek,40 t/m 66,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KJ,Noorderbreek,68 t/m 104,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KK,Geijenbreek,1 t/m 17,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KL,Geijenbreek,19 t/m 61,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KM,Geijenbreek,2 t/m 30,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KN,Geijenbreek,32 t/m 58,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KP,Langebreek,1 t/m 19,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KR,Langebreek,21 t/m 55,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KS,Langebreek,57 t/m 93,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KT,Langebreek,2 t/m 40,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KV,Langebreek,42 t/m 72,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KW,Rondebreek,101 t/m 219,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121KX,Rondebreek,102 t/m 220,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LA,Meervalweg,47 t/m 67,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LB,Meervalweg,69 t/m 93,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LC,Meervalweg,95 t/m 125,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LD,Meervalweg,76 t/m 110,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LE,Meervalweg,112 t/m 136,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LG,Meervalweg,138 t/m 156,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LK,Schuttebreek,1 t/m 45,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LL,Schuttebreek,2 t/m 38,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LM,het Luijendijkje,1 t/m 5,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121LN,het Luijendijkje,2 t/m 2,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121LP,Kaaskoper,1 t/m 31,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LR,Kaaskoper,2 t/m 30,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LS,Kaaskoper,32 t/m 64,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LT,Speksnijdersweg,1 t/m 15,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LV,Speksnijdersweg,2 t/m 12,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LW,Houtkoper,1 t/m 17,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LX,Houtkoper,2 t/m 16,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121LZ,Oude Keern,1 t/m 47,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121MA,Roopkoper,1 t/m 13,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121MB,Roopkoper,2 t/m 42,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121MC,Zeilmaker,1 t/m 25,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121MD,Zeilmaker,27 t/m 53,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121ME,Zeilmaker,55 t/m 77,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121MG,Zeilmaker,79 t/m 105,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121MH,Zeilmaker,2 t/m 36,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121MJ,Zeilmaker,38 t/m 60,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121MK,Harpoenier,1 t/m 23,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121ML,Harpoenier,25 t/m 47,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121MN,Harpoenier,2 t/m 30,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121MP,Harpoenier,32 t/m 64,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121MR,Harpoenier,66 t/m 94,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121MS,Sportpark,3 t/m 11,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121MT,Marsenbreek,2 t/m 28,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-West,Landsmeer,Noord-Holland
1121NA,Roerdompstraat,1 t/m 27,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121NB,Roerdompstraat,2 t/m 32,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121NC,Roerdompstraat,34 t/m 48,Landsmeer,Wijk 00 Landsmeer,Plan Centrum-Noord,Landsmeer,Noord-Holland
1121ND,van Beekstraat,1 t/m 27,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121NE,van Beekstraat,29 t/m 43,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121NG,van Beekstraat,47 t/m 73,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
1121NH,van Beekstraat,77 t/m 109,Landsmeer,Wijk 00 Landsmeer,Landsmeer,Landsmeer,Noord-Holland
